"","stateabbr","block_fips","hu2010","hu2011","hu2012","hu2013","hu2014","hu2015","hu2016","hu2017","pop2010","pop2011","pop2012","pop2013","pop2014","pop2015","pop2016","pop2017","hh2010","hh2011","hh2012","hh2013","hh2014","hh2015","hh2016","hh2017","TractCode"
"10104100","VT",500159533002027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953300"
"10104101","VT",500159533002028,34,34,34,34,34,34,34,35,66,66,66,66,66,66,66,66,28,28,28,28,28,28,28,28.8235,"50015953300"
"10104102","VT",500159533002029,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"50015953300"
"10104103","VT",500159533002030,20,20,20,20,20,20,20,20,60,60,60,60,60,60,60,60,19,19,19,19,19,19,19,19,"50015953300"
"10104104","VT",500159533002031,4,4,4,4,4,4,4,4,12,12,12,12,12,12,12,12,4,4,4,4,4,4,4,4,"50015953300"
"10104105","VT",500159533002032,128,128,128,129,130,131,131,133,221,221,221,222,222,223,225,225,124,124,124,124.9688,125.9376,126.9064,126.9064,128.844,"50015953300"
"10104106","VT",500159533002033,16,16,16,16,16,16,16,19,22,22,22,22,22,22,22,22,14,14,14,14,14,14,14,16.625,"50015953300"
"10104107","VT",500159533002034,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,"50015953300"
"10104108","VT",500159533002035,27,27,27,27,27,27,27,28,70,70,70,70,70,70,70,70,26,26,26,26,26,26,26,26.963,"50015953300"
"10104109","VT",500159533002036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953300"
"10104110","VT",500159533002037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953300"
"10104111","VT",500159533002038,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,3,3,3,3,3,3,3,3,"50015953300"
"10104112","VT",500159533002039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953300"
"10104113","VT",500159533002040,23,23,23,23,23,23,23,23,60,60,60,60,60,60,60,60,23,23,23,23,23,23,23,23,"50015953300"
"10104114","VT",500159533002041,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,"50015953300"
"10104115","VT",500159533002042,5,5,5,6,6,6,6,7,9,10,10,10,10,10,11,11,4,4,4,4.8,4.8,4.8,4.8,5.6,"50015953300"
"10104116","VT",500159533002043,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,1,1,1,1,1,1,1,2,"50015953300"
"10104117","VT",500159533002044,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"50015953300"
"10104118","VT",500159533002045,2,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2,"50015953300"
"10104119","VT",500159533002046,11,11,11,11,11,11,11,11,23,23,23,23,23,24,24,24,9,9,9,9,9,9,9,9,"50015953300"
"10104120","VT",500159533002047,3,3,3,3,3,3,3,3,10,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3,"50015953300"
"10104121","VT",500159533002048,1,1,1,1,1,1,1,1,4,4,4,4,4,4,5,5,1,1,1,1,1,1,1,1,"50015953300"
"10104122","VT",500159533002049,5,5,5,7,7,7,7,7,10,10,10,10,10,10,10,10,4,4,4,5.6,5.6,5.6,5.6,5.6,"50015953300"
"10104123","VT",500159533002050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953300"
"10104124","VT",500159533002051,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"50015953300"
"10104125","VT",500159533002052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953300"
"10104126","VT",500159533002053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953300"
"10104127","VT",500159533002054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"50015953300"
"10104128","VT",500159533002055,13,13,13,13,13,13,13,13,25,25,25,25,25,25,25,25,12,12,12,12,12,12,12,12,"50015953300"
"10104129","VT",500159533002056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953300"
"10104130","VT",500159533002057,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.7721,0.7721,0.7721,0.7721,0.7721,0.7721,"50015953300"
"10104131","VT",500159533002058,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,"50015953300"
"10104132","VT",500159533002059,1,1,1,1,1,1,1,1,5,5,6,6,6,6,6,6,1,1,1,1,1,1,1,1,"50015953300"
"10104133","VT",500159533002060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953300"
"10104134","VT",500159533002061,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7721,"50015953300"
"10104135","VT",500159533002062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953300"
"10104136","VT",500159533002063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953300"
"10104137","VT",500159533002064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953300"
"10104138","VT",500159533002065,8,9,9,9,9,9,9,9,9,9,10,10,10,11,12,13,4,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"50015953300"
"10104139","VT",500159533002066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953300"
"10104140","VT",500159533002067,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,"50015953300"
"10104141","VT",500159533002068,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,"50015953300"
"10104142","VT",500159533002069,14,14,14,14,14,14,14,15,36,36,36,36,36,36,36,36,13,13,13,13,13,13,13,13.9286,"50015953300"
"10104143","VT",500159533002070,42,42,42,42,42,42,42,44,73,73,73,73,73,73,73,73,36,36,36,36,36,36,36,37.7142,"50015953300"
"10104144","VT",500159533002071,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,"50015953300"
"10104145","VT",500159533002072,5,5,5,5,5,5,5,6,15,15,15,16,16,16,16,16,4,4,4,4,4,4,4,4.8,"50015953300"
"10104146","VT",500159533002073,24,26,26,27,27,27,27,27,57,57,58,59,59,59,59,60,22,23.8334,23.8334,24.7501,24.7501,24.7501,24.7501,24.7501,"50015953300"
"10104147","VT",500159533002074,2,2,2,2,2,2,2,2,4,4,4,4,5,5,5,5,2,2,2,2,2,2,2,2,"50015953300"
"10104148","VT",500159533002075,10,10,10,10,10,10,10,10,22,23,23,23,23,24,24,24,10,10,10,10,10,10,10,10,"50015953300"
"10104149","VT",500159533002076,11,11,11,11,11,11,11,11,26,26,27,27,27,27,28,28,11,11,11,11,11,11,11,11,"50015953300"
"10104150","VT",500159533002077,33,33,33,33,33,34,34,34,56,56,56,56,56,56,56,56,26,26,26,26,26,26.7879,26.7879,26.7879,"50015953300"
"10104151","VT",500159533002078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953300"
"10104152","VT",500159533002079,3,3,3,3,3,3,3,3,15,15,15,15,15,15,15,15,3,3,3,3,3,3,3,3,"50015953300"
"10104153","VT",500159533002080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953300"
"10104154","VT",500159533002081,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,"50015953300"
"10104155","VT",500159533002082,4,4,4,5,5,5,5,5,6,6,6,6,6,6,6,6,4,4,4,5,5,5,5,5,"50015953300"
"10104156","VT",500159533002083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953300"
"10104157","VT",500159533002084,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,"50015953300"
"10104158","VT",500159533002085,10,10,10,10,10,10,10,11,34,34,34,34,34,34,34,34,10,10,10,10,10,10,10,11,"50015953300"
"10104159","VT",500159533002086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953300"
"10104160","VT",500159533002087,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"50015953300"
"10104161","VT",500159533002088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953300"
"10104162","VT",500159533002089,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"50015953300"
"10104163","VT",500159533002090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953300"
"10104164","VT",500159534001000,22,22,22,22,22,23,24,26,43,43,44,46,46,46,46,46,15,15,15,15,15,15.6818,16.3636,17.7272,"50015953400"
"10104165","VT",500159534001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104166","VT",500159534001002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104167","VT",500159534001003,9,9,9,9,9,9,9,9,17,17,17,17,17,17,17,17,8,8,8,8,8,8,8,8,"50015953400"
"10104168","VT",500159534001004,25,25,25,25,25,25,25,26,61,62,62,62,62,62,62,62,23,23,23,23,23,23,23,23.92,"50015953400"
"10104169","VT",500159534001005,13,13,13,13,13,13,13,13,33,34,34,34,34,34,34,34,12,12,12,12,12,12,12,12,"50015953400"
"10104170","VT",500159534001006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104171","VT",500159534001007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104172","VT",500159534001008,26,26,26,26,26,27,27,28,86,86,86,86,86,86,87,88,25,25,25,25,25,25.9615,25.9615,26.923,"50015953400"
"10104173","VT",500159534001009,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,3,3,3,3,3,3,3,3,"50015953400"
"10104174","VT",500159534001010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104175","VT",500159534001011,20,20,20,20,21,21,21,22,61,61,61,61,61,61,61,61,20,20,20,20,21,21,21,22,"50015953400"
"10104176","VT",500159534001012,12,13,13,13,13,14,14,14,24,24,24,25,25,25,25,25,9,9.75,9.75,9.75,9.75,10.5,10.5,10.5,"50015953400"
"10104177","VT",500159534001013,9,9,9,10,11,11,11,12,20,21,21,21,21,21,21,21,9,9,9,10,11,11,11,12,"50015953400"
"10104178","VT",500159534001014,30,30,30,30,30,30,30,30,63,63,63,64,64,64,65,65,28,28,28,28,28,28,28,28,"50015953400"
"10104179","VT",500159534001015,20,20,20,20,20,20,20,20,52,52,52,53,53,53,53,53,19,19,19,19,19,19,19,19,"50015953400"
"10104180","VT",500159534001016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104181","VT",500159534001017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104182","VT",500159534001018,10,10,10,10,10,10,11,11,18,18,19,19,19,20,20,20,7,7,7,7,7,7,7.7,7.7,"50015953400"
"10104183","VT",500159534001019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104184","VT",500159534001020,5,5,5,5,6,6,6,6,18,18,20,20,20,21,21,21,4,4,4,4,4.8,4.8,4.8,4.8,"50015953400"
"10104185","VT",500159534001021,34,35,35,35,35,35,37,38,71,72,73,75,75,76,79,79,26,26.7647,26.7647,26.7647,26.7647,26.7647,28.2941,29.0588,"50015953400"
"10104186","VT",500159534001022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104187","VT",500159534001023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104188","VT",500159534001024,2,2,2,2,2,2,2,2,4,4,4,5,5,5,5,5,2,2,2,2,2,2,2,2,"50015953400"
"10104189","VT",500159534001025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104190","VT",500159534001026,35,35,35,35,35,35,35,35,52,53,53,54,54,54,55,55,25,25,25,25,25,25,25,25,"50015953400"
"10104191","VT",500159534001027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104192","VT",500159534001028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104193","VT",500159534001029,4,4,4,4,4,4,4,4,9,10,10,10,10,10,10,10,4,4,4,4,4,4,4,4,"50015953400"
"10104194","VT",500159534001030,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"50015953400"
"10104195","VT",500159534001031,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,1,1,1,1,1,1,1,1,"50015953400"
"10104196","VT",500159534001032,36,36,37,37,37,37,37,38,80,80,80,82,82,83,84,84,32,32,32.8889,32.8889,32.8889,32.8889,32.8889,33.7778,"50015953400"
"10104197","VT",500159534001033,1,1,1,1,1,1,1,1,0,0,2,2,2,2,2,3,0,0,0,0,0,0,0,0,"50015953400"
"10104198","VT",500159534001034,74,74,74,74,75,76,77,80,187,187,187,188,188,189,190,190,68,68,68,68,68.9189,69.8378,70.7567,73.5134,"50015953400"
"10104199","VT",500159534001035,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,"50015953400"
"10104200","VT",500159534001036,2,2,2,2,2,2,2,2,4,4,4,4,4,4,5,5,2,2,2,2,2,2,2,2,"50015953400"
"10104201","VT",500159534001037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104202","VT",500159534001038,4,4,4,4,4,4,4,4,12,12,12,12,12,12,12,12,4,4,4,4,4,4,4,4,"50015953400"
"10104203","VT",500159534001039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104204","VT",500159534001040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104205","VT",500159534001041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104206","VT",500159534001042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104207","VT",500159534001043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104208","VT",500159534001044,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"50015953400"
"10104209","VT",500159534001045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104210","VT",500159534001046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104211","VT",500159534001047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104212","VT",500159534001048,61,62,62,63,63,63,63,65,136,136,136,136,136,137,137,137,55,55.9016,55.9016,56.8032,56.8032,56.8032,56.8032,58.6064,"50015953400"
"10104213","VT",500159534001049,6,6,6,6,6,6,6,6,13,13,13,13,13,14,14,14,5,5,5,5,5,5,5,5,"50015953400"
"10104214","VT",500159534001050,4,4,4,4,4,5,5,6,10,10,10,10,10,10,10,10,4,4,4,4,4,5,5,6,"50015953400"
"10104215","VT",500159534001051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104216","VT",500159534001052,34,34,34,34,35,35,35,35,81,82,82,82,82,82,83,83,29,29,29,29,29.8529,29.8529,29.8529,29.8529,"50015953400"
"10104217","VT",500159534001053,9,9,9,9,9,9,9,10,18,18,18,19,19,19,19,19,9,9,9,9,9,9,9,10,"50015953400"
"10104218","VT",500159534001054,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,5,1,1,1,1,1,1,1,1,"50015953400"
"10104219","VT",500159534001055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104220","VT",500159534001056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104221","VT",500159534001057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104222","VT",500159534001058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104223","VT",500159534001059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104224","VT",500159534001060,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,"50015953400"
"10104225","VT",500159534001061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104226","VT",500159534001062,32,32,32,32,32,32,32,32,83,83,83,83,83,83,83,83,29,29,29,29,29,29,29,29,"50015953400"
"10104227","VT",500159534001063,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,"50015953400"
"10104228","VT",500159534001064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104229","VT",500159534001065,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.7721,0.7721,0.7721,0.7721,0.7721,"50015953400"
"10104230","VT",500159534001066,12,12,12,12,12,13,13,13,37,37,37,37,37,37,37,37,12,12,12,12,12,13,13,13,"50015953400"
"10104231","VT",500159534001067,140,141,141,141,141,143,146,152,225,225,231,231,231,231,233,234,92,92.6571,92.6571,92.6571,92.6571,93.9713,95.9426,99.8852,"50015953400"
"10104232","VT",500159534001068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104233","VT",500159534001069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104234","VT",500159534001070,5,5,5,5,5,5,5,5,14,14,14,14,14,14,14,14,5,5,5,5,5,5,5,5,"50015953400"
"10104235","VT",500159534001071,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"50015953400"
"10104236","VT",500159534001072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104237","VT",500159534001073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104238","VT",500159534001074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104239","VT",500159534001075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104240","VT",500159534001076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104241","VT",500159534001077,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,"50015953400"
"10104242","VT",500159534001078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104243","VT",500159534001079,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104244","VT",500159534001080,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.7721,0.7721,0.7721,1.5442,"50015953400"
"10104245","VT",500159534001081,36,36,36,37,37,37,37,37,20,20,21,21,21,22,22,22,10,10,10,10.2778,10.2778,10.2778,10.2778,10.2778,"50015953400"
"10104246","VT",500159534001082,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"50015953400"
"10104247","VT",500159534001083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104248","VT",500159534001084,42,42,42,42,42,42,43,45,70,70,71,71,72,72,72,72,34,34,34,34,34,34,34.8095,36.4285,"50015953400"
"10104249","VT",500159534001085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104250","VT",500159534001086,17,17,17,17,17,17,17,18,34,34,34,34,34,34,34,34,13,13,13,13,13,13,13,13.7647,"50015953400"
"10104251","VT",500159534001087,5,5,6,6,6,6,6,6,8,8,8,8,8,8,8,8,3,3,3.6,3.6,3.6,3.6,3.6,3.6,"50015953400"
"10104252","VT",500159534001088,53,53,53,53,53,53,53,53,34,34,34,34,34,34,34,34,18,18,18,18,18,18,18,18,"50015953400"
"10104253","VT",500159534001089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104254","VT",500159534001090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104255","VT",500159534001091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104256","VT",500159534001092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104257","VT",500159534001093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104258","VT",500159534001094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104259","VT",500159534001095,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104260","VT",500159534001096,60,60,61,61,61,61,61,64,116,116,121,122,123,123,124,126,52,52,52.8667,52.8667,52.8667,52.8667,52.8667,55.4668,"50015953400"
"10104261","VT",500159534001097,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,"50015953400"
"10104262","VT",500159534001098,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104263","VT",500159534001099,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7721,0.7721,"50015953400"
"10104264","VT",500159534001100,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3,3,"50015953400"
"10104265","VT",500159534001101,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,"50015953400"
"10104266","VT",500159534001102,18,18,18,19,19,19,20,21,27,28,28,28,28,29,29,29,15,15,15,15.8333,15.8333,15.8333,16.6666,17.4999,"50015953400"
"10104267","VT",500159534001103,3,3,3,3,3,3,3,5,10,11,11,11,11,11,11,11,3,3,3,3,3,3,3,5,"50015953400"
"10104268","VT",500159534001104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104269","VT",500159534001105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104270","VT",500159534001106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104271","VT",500159534001107,17,17,17,17,17,17,17,17,30,30,30,30,30,30,30,30,15,15,15,15,15,15,15,15,"50015953400"
"10104272","VT",500159534001108,28,28,28,28,29,29,29,30,41,42,43,43,43,43,43,43,19,19,19,19,19.6786,19.6786,19.6786,20.3572,"50015953400"
"10104273","VT",500159534001109,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"50015953400"
"10104274","VT",500159534001110,1,1,2,3,3,3,3,3,2,2,3,3,3,3,4,4,1,1,2,3,3,3,3,3,"50015953400"
"10104275","VT",500159534001111,33,33,33,33,34,34,34,35,56,58,58,58,58,58,58,58,20,20,20,20,20.6061,20.6061,20.6061,21.2122,"50015953400"
"10104276","VT",500159534001112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104277","VT",500159534001113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104278","VT",500159534001114,9,9,9,9,9,9,9,9,15,15,15,15,15,15,15,15,7,7,7,7,7,7,7,7,"50015953400"
"10104279","VT",500159534001115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104280","VT",500159534001116,7,7,7,7,7,7,7,7,16,16,16,16,16,16,16,16,5,5,5,5,5,5,5,5,"50015953400"
"10104281","VT",500159534001117,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,"50015953400"
"10104282","VT",500159534001118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104283","VT",500159534001119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"50015953400"
"10104284","VT",500159534001120,6,6,6,7,7,7,7,8,13,13,13,13,13,13,13,13,6,6,6,7,7,7,7,8,"50015953400"
"10104285","VT",500159534001121,13,13,13,13,13,13,13,13,35,35,35,35,35,35,35,35,12,12,12,12,12,12,12,12,"50015953400"
"10104286","VT",500159534001122,8,8,8,8,8,8,8,8,17,18,19,19,19,19,19,19,6,6,6,6,6,6,6,6,"50015953400"
"10104287","VT",500159534001123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104288","VT",500159534001124,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"50015953400"
"10104289","VT",500159534001125,4,4,4,4,5,5,5,5,4,4,5,5,5,5,5,5,2,2,2,2,2.5,2.5,2.5,2.5,"50015953400"
"10104290","VT",500159534001126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104291","VT",500159534001127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104292","VT",500159534001128,6,6,6,6,6,6,6,6,9,9,10,10,10,10,10,10,5,5,5,5,5,5,5,5,"50015953400"
"10104293","VT",500159534001129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
"10104294","VT",500159534001130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50015953400"
