"","stateabbr","block_fips","hu2010","hu2011","hu2012","hu2013","hu2014","hu2015","hu2016","hu2017","pop2010","pop2011","pop2012","pop2013","pop2014","pop2015","pop2016","pop2017","hh2010","hh2011","hh2012","hh2013","hh2014","hh2015","hh2016","hh2017","TractCode"
"10096717","VT",500070021011010,52,53,56,56,56,56,59,63,136,143,146,149,151,154,154,155,50,50.9615,53.846,53.846,53.846,53.846,56.7305,60.5765,"50007002101"
"10096718","VT",500070021011011,9,9,9,9,9,9,9,9,26,26,27,27,27,27,27,27,8,8,8,8,8,8,8,8,"50007002101"
"10096719","VT",500070021011012,68,69,70,73,75,76,77,81,56,56,57,59,61,62,62,64,27,27.3971,27.7942,28.9855,29.7797,30.1768,30.5739,32.1623,"50007002101"
"10096720","VT",500070021011013,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,"50007002101"
"10096721","VT",500070021011014,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,1,2,2,2,2,2,2,2,"50007002101"
"10096722","VT",500070021011015,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"50007002101"
"10096723","VT",500070021011016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096724","VT",500070021011017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096725","VT",500070021011018,17,17,17,18,18,18,18,18,10,10,10,12,13,13,13,13,4,4,4,4.2353,4.2353,4.2353,4.2353,4.2353,"50007002101"
"10096726","VT",500070021011019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096727","VT",500070021011020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096728","VT",500070021011021,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096729","VT",500070021011022,63,63,63,63,64,64,64,66,55,56,57,57,58,58,59,60,29,29,29,29,29.4603,29.4603,29.4603,30.3809,"50007002101"
"10096730","VT",500070021011023,8,8,11,12,12,12,12,12,13,14,14,14,14,14,14,14,5,5,6.875,7.5,7.5,7.5,7.5,7.5,"50007002101"
"10096731","VT",500070021011024,22,22,22,22,22,22,22,23,27,27,27,27,27,27,27,27,12,12,12,12,12,12,12,12.5455,"50007002101"
"10096732","VT",500070021011025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096733","VT",500070021011026,75,75,75,76,76,76,77,77,198,198,200,200,200,200,200,203,71,71,71,71.9467,71.9467,71.9467,72.8934,72.8934,"50007002101"
"10096734","VT",500070021011027,8,8,8,8,8,8,8,9,24,25,25,25,25,25,25,25,7,7,7,7,7,7,7,7.875,"50007002101"
"10096735","VT",500070021011028,41,41,41,41,41,41,41,41,120,121,122,122,122,122,122,123,40,40,40,40,40,40,40,40,"50007002101"
"10096736","VT",500070021011029,0,1,1,1,1,1,1,1,0,0,0,1,1,2,2,2,0,0.9407,0.9407,0.9407,0.9407,0.9407,0.9407,0.9407,"50007002101"
"10096737","VT",500070021011030,14,14,14,15,15,16,16,16,37,38,38,39,39,39,39,41,13,13,13,13.9286,13.9286,14.8572,14.8572,14.8572,"50007002101"
"10096738","VT",500070021011031,39,39,39,39,39,39,40,40,131,131,132,133,133,133,133,134,38,38,38,38,38,38,38.9744,38.9744,"50007002101"
"10096739","VT",500070021011032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096740","VT",500070021011033,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.9407,0.9407,0.9407,0.9407,0.9407,0.9407,"50007002101"
"10096741","VT",500070021011034,4,4,4,4,4,5,5,5,9,9,9,9,9,9,9,9,4,4,4,4,4,5,5,5,"50007002101"
"10096742","VT",500070021011035,12,12,12,12,12,12,12,12,30,30,30,30,30,30,30,30,11,11,11,11,11,11,11,11,"50007002101"
"10096743","VT",500070021011036,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,"50007002101"
"10096744","VT",500070021011037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096745","VT",500070021011038,40,40,40,40,40,40,42,42,82,83,84,84,84,84,84,86,36,36,36,36,36,36,37.8,37.8,"50007002101"
"10096746","VT",500070021011039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096747","VT",500070021011040,20,20,20,20,20,20,21,23,52,52,53,54,54,54,54,56,19,19,19,19,19,19,19.95,21.85,"50007002101"
"10096748","VT",500070021011041,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9407,1.8814,"50007002101"
"10096749","VT",500070021011042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096750","VT",500070021011043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096751","VT",500070021011044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096752","VT",500070021011045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096753","VT",500070021011046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096754","VT",500070021011047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096755","VT",500070021011048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096756","VT",500070021011049,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,0,0,0,0,0,0,0,0,"50007002101"
"10096757","VT",500070021011050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096758","VT",500070021011051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096759","VT",500070021011052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096760","VT",500070021011053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096761","VT",500070021011054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096762","VT",500070021011055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096763","VT",500070021011056,1,1,1,1,1,1,1,1,0,1,1,2,2,2,2,3,0,0,0,0,0,0,0,0,"50007002101"
"10096764","VT",500070021011057,0,1,1,3,3,3,3,3,0,0,0,0,1,1,1,1,0,0.9407,0.9407,2.8221,2.8221,2.8221,2.8221,2.8221,"50007002101"
"10096765","VT",500070021011058,21,22,23,23,23,23,24,24,47,47,48,49,49,50,50,53,18,18.8571,19.7142,19.7142,19.7142,19.7142,20.5713,20.5713,"50007002101"
"10096766","VT",500070021011059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096767","VT",500070021011060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096768","VT",500070021011061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096769","VT",500070021011062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096770","VT",500070021011063,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9407,"50007002101"
"10096771","VT",500070021011064,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,"50007002101"
"10096772","VT",500070021011065,7,7,7,7,7,7,7,8,7,7,7,7,8,8,8,8,4,4,4,4,4,4,4,4.5714,"50007002101"
"10096773","VT",500070021011066,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"50007002101"
"10096774","VT",500070021012000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096775","VT",500070021012001,22,22,24,24,24,24,24,24,47,47,47,49,49,49,49,49,20,20,21.8182,21.8182,21.8182,21.8182,21.8182,21.8182,"50007002101"
"10096776","VT",500070021012002,61,61,61,62,63,64,65,66,175,177,178,182,185,185,185,185,61,61,61,62,63,64,65,66,"50007002101"
"10096777","VT",500070021012003,16,16,17,17,17,17,18,18,39,39,39,39,39,39,39,39,15,15,15.9375,15.9375,15.9375,15.9375,16.875,16.875,"50007002101"
"10096778","VT",500070021012004,2,2,2,4,4,4,4,5,6,6,6,6,6,6,6,6,2,2,2,4,4,4,4,5,"50007002101"
"10096779","VT",500070021012005,18,18,18,18,18,18,18,18,56,57,57,57,58,58,58,58,18,18,18,18,18,18,18,18,"50007002101"
"10096780","VT",500070021012006,23,23,24,24,24,24,24,25,59,60,62,65,65,65,65,66,22,22,22.9565,22.9565,22.9565,22.9565,22.9565,23.913,"50007002101"
"10096781","VT",500070021012007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096782","VT",500070021012008,12,12,12,12,12,12,12,13,42,42,42,42,42,42,42,42,11,11,11,11,11,11,11,11.9167,"50007002101"
"10096783","VT",500070021012009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096784","VT",500070021012010,67,67,69,69,71,71,72,72,171,171,172,172,175,175,176,178,65,65,66.9402,66.9402,68.8804,68.8804,69.8505,69.8505,"50007002101"
"10096785","VT",500070021012011,99,99,100,101,102,102,104,104,255,255,256,256,257,258,258,258,95,95,95.9596,96.9192,97.8788,97.8788,99.798,99.798,"50007002101"
"10096786","VT",500070021012012,5,5,5,5,6,7,7,8,14,14,14,14,14,14,14,14,5,5,5,5,6,7,7,8,"50007002101"
"10096787","VT",500070021012013,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,"50007002101"
"10096788","VT",500070021012014,8,8,9,9,9,9,9,9,29,29,29,29,29,29,29,30,8,8,9,9,9,9,9,9,"50007002101"
"10096789","VT",500070021012015,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,"50007002101"
"10096790","VT",500070021012016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096791","VT",500070021012017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096792","VT",500070021012018,43,43,43,43,44,44,44,46,116,116,117,118,118,118,119,120,42,42,42,42,42.9767,42.9767,42.9767,44.9301,"50007002101"
"10096793","VT",500070021012019,17,17,17,17,17,17,18,18,46,47,47,47,47,47,47,47,17,17,17,17,17,17,18,18,"50007002101"
"10096794","VT",500070021012020,52,53,53,53,53,53,54,55,143,143,143,143,144,144,144,144,52,53,53,53,53,53,54,55,"50007002101"
"10096795","VT",500070021012021,43,43,43,43,43,43,44,45,121,122,124,124,125,128,128,128,43,43,43,43,43,43,44,45,"50007002101"
"10096796","VT",500070021012022,7,7,7,7,7,7,7,7,23,23,23,23,23,23,23,23,7,7,7,7,7,7,7,7,"50007002101"
"10096797","VT",500070021012023,15,16,16,16,16,17,17,17,46,46,47,47,47,47,47,47,15,16,16,16,16,17,17,17,"50007002101"
"10096798","VT",500070021012024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096799","VT",500070021012025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096800","VT",500070021012026,16,16,16,16,16,16,17,17,60,60,60,60,60,60,60,60,16,16,16,16,16,16,17,17,"50007002101"
"10096801","VT",500070021012027,12,12,12,12,12,12,12,12,40,40,40,40,40,40,40,40,12,12,12,12,12,12,12,12,"50007002101"
"10096802","VT",500070021012028,5,5,5,5,5,5,5,5,16,16,16,16,17,17,17,17,5,5,5,5,5,5,5,5,"50007002101"
"10096803","VT",500070021012029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002101"
"10096804","VT",500070021021000,62,62,63,63,63,63,64,64,140,141,142,144,145,146,146,146,57,57,57.9194,57.9194,57.9194,57.9194,58.8388,58.8388,"50007002102"
"10096805","VT",500070021021001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096806","VT",500070021021002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096807","VT",500070021021003,27,27,28,28,29,30,32,34,51,54,55,58,60,60,60,60,24,24,24.8889,24.8889,25.7778,26.6667,28.4445,30.2223,"50007002102"
"10096808","VT",500070021021004,6,6,6,6,6,6,7,7,20,20,21,21,22,22,22,22,6,6,6,6,6,6,7,7,"50007002102"
"10096809","VT",500070021021005,1,1,1,1,1,1,1,3,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,3,"50007002102"
"10096810","VT",500070021021006,9,9,9,9,9,9,9,9,32,32,33,33,34,34,34,34,9,9,9,9,9,9,9,9,"50007002102"
"10096811","VT",500070021021007,2,2,2,3,3,3,3,3,6,7,7,7,7,7,7,7,2,2,2,3,3,3,3,3,"50007002102"
"10096812","VT",500070021021008,13,13,13,14,14,14,14,14,33,33,33,33,33,33,33,33,13,13,13,14,14,14,14,14,"50007002102"
"10096813","VT",500070021021009,48,49,49,49,49,50,50,52,104,105,105,106,107,107,107,107,46,46.9583,46.9583,46.9583,46.9583,47.9166,47.9166,49.8332,"50007002102"
"10096814","VT",500070021021010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096815","VT",500070021021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096816","VT",500070021021012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096817","VT",500070021021013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096818","VT",500070021021014,8,8,8,8,8,8,8,9,18,18,18,18,19,19,19,19,8,8,8,8,8,8,8,9,"50007002102"
"10096819","VT",500070021021015,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,"50007002102"
"10096820","VT",500070021021016,8,8,8,8,8,8,8,8,17,17,17,17,17,17,17,17,8,8,8,8,8,8,8,8,"50007002102"
"10096821","VT",500070021021017,39,39,39,39,39,39,39,39,101,101,101,101,101,102,102,102,39,39,39,39,39,39,39,39,"50007002102"
"10096822","VT",500070021021018,68,68,68,68,68,68,68,68,173,173,173,174,174,174,174,174,66,66,66,66,66,66,66,66,"50007002102"
"10096823","VT",500070021021019,65,65,67,67,67,67,67,67,121,123,126,126,129,131,131,131,60,60,61.8462,61.8462,61.8462,61.8462,61.8462,61.8462,"50007002102"
"10096824","VT",500070021021020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096825","VT",500070021021021,38,39,40,42,42,42,43,46,99,99,102,106,107,108,108,109,37,37.9737,38.9474,40.8948,40.8948,40.8948,41.8685,44.7896,"50007002102"
"10096826","VT",500070021021022,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.9407,0.9407,0.9407,0.9407,0.9407,0.9407,"50007002102"
"10096827","VT",500070021021023,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,"50007002102"
"10096828","VT",500070021021024,26,26,26,27,29,30,31,32,63,63,63,65,66,68,68,68,25,25,25,25.9615,27.8845,28.846,29.8075,30.769,"50007002102"
"10096829","VT",500070021021025,31,31,31,31,31,34,35,35,73,74,74,74,77,77,77,77,31,31,31,31,31,34,35,35,"50007002102"
"10096830","VT",500070021021026,7,7,7,7,7,7,7,8,22,22,22,22,22,22,22,22,7,7,7,7,7,7,7,8,"50007002102"
"10096831","VT",500070021021027,3,3,3,3,3,4,5,5,9,9,10,11,11,11,11,11,3,3,3,3,3,4,5,5,"50007002102"
"10096832","VT",500070021021028,2,2,2,2,3,3,3,4,8,8,8,8,8,8,8,8,2,2,2,2,3,3,3,4,"50007002102"
"10096833","VT",500070021021029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096834","VT",500070021021030,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,4,1,1,1,1,1,1,1,1,"50007002102"
"10096835","VT",500070021021031,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,"50007002102"
"10096836","VT",500070021021032,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9407,0.9407,"50007002102"
"10096837","VT",500070021021033,66,66,67,67,67,67,67,69,194,194,194,195,196,196,196,198,65,65,65.9848,65.9848,65.9848,65.9848,65.9848,67.9544,"50007002102"
"10096838","VT",500070021021034,15,15,15,15,15,15,15,15,57,57,57,58,58,58,58,58,15,15,15,15,15,15,15,15,"50007002102"
"10096839","VT",500070021021035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096840","VT",500070021021036,9,9,9,9,9,9,9,9,24,24,24,24,24,24,24,25,9,9,9,9,9,9,9,9,"50007002102"
"10096841","VT",500070021021037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096842","VT",500070021021038,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,"50007002102"
"10096843","VT",500070021022000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096844","VT",500070021022001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096845","VT",500070021022002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096846","VT",500070021022003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096847","VT",500070021022004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096848","VT",500070021022005,7,7,7,7,7,7,7,8,19,19,19,19,19,19,19,20,7,7,7,7,7,7,7,8,"50007002102"
"10096849","VT",500070021022006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096850","VT",500070021022007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096851","VT",500070021022008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096852","VT",500070021022009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096853","VT",500070021022010,254,254,255,255,255,257,258,259,657,659,660,661,661,661,661,664,251,251,251.9882,251.9882,251.9882,253.9646,254.9528,255.941,"50007002102"
"10096854","VT",500070021022011,18,18,18,18,19,19,19,19,56,56,56,56,56,56,56,56,17,17,17,17,17.9444,17.9444,17.9444,17.9444,"50007002102"
"10096855","VT",500070021022012,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,"50007002102"
"10096856","VT",500070021022013,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,"50007002102"
"10096857","VT",500070021022014,9,9,9,9,9,10,10,10,30,31,31,31,31,31,31,31,9,9,9,9,9,10,10,10,"50007002102"
"10096858","VT",500070021022015,41,41,41,41,41,41,41,41,97,97,97,97,97,97,97,97,41,41,41,41,41,41,41,41,"50007002102"
"10096859","VT",500070021022016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096860","VT",500070021022017,32,32,32,32,32,32,32,32,83,83,84,84,84,84,84,84,29,29,29,29,29,29,29,29,"50007002102"
"10096861","VT",500070021022018,84,84,84,84,84,84,84,84,205,205,205,206,208,208,208,208,79,79,79,79,79,79,79,79,"50007002102"
"10096862","VT",500070021022019,6,6,6,6,6,6,6,6,17,17,17,17,17,17,17,17,6,6,6,6,6,6,6,6,"50007002102"
"10096863","VT",500070021022020,6,6,6,7,8,8,8,8,16,16,16,17,17,18,19,19,6,6,6,7,8,8,8,8,"50007002102"
"10096864","VT",500070021022021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"50007002102"
"10096865","VT",500070021022022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096866","VT",500070021022023,31,32,32,35,35,35,35,36,83,83,83,84,84,84,84,86,30,30.9677,30.9677,33.8708,33.8708,33.8708,33.8708,34.8385,"50007002102"
"10096867","VT",500070021022024,3,3,3,3,3,4,4,4,9,9,9,9,9,9,9,9,3,3,3,3,3,4,4,4,"50007002102"
"10096868","VT",500070021022025,3,3,4,6,6,6,6,6,6,7,9,9,11,12,12,13,3,3,4,6,6,6,6,6,"50007002102"
"10096869","VT",500070021022026,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.9407,0.9407,0.9407,0.9407,0.9407,0.9407,"50007002102"
"10096870","VT",500070021022027,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.9407,"50007002102"
"10096871","VT",500070021022028,7,7,7,7,9,9,9,9,12,12,12,14,15,15,15,15,6,6,6,6,7.7142,7.7142,7.7142,7.7142,"50007002102"
"10096872","VT",500070021022029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096873","VT",500070021022030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096874","VT",500070021022031,16,16,16,16,16,16,16,16,36,36,36,36,36,36,36,36,15,15,15,15,15,15,15,15,"50007002102"
"10096875","VT",500070021022032,26,26,26,26,26,26,26,27,65,65,67,67,67,67,67,67,23,23,23,23,23,23,23,23.8846,"50007002102"
"10096876","VT",500070021022033,2,2,2,2,2,2,2,2,3,4,4,6,6,7,7,7,2,2,2,2,2,2,2,2,"50007002102"
"10096877","VT",500070021023000,99,100,102,102,105,106,108,112,279,279,281,287,291,294,294,298,96,96.9697,98.9091,98.9091,101.8182,102.7879,104.7273,108.6061,"50007002102"
"10096878","VT",500070021023001,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,"50007002102"
"10096879","VT",500070021023002,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,5,2,2,2,2,2,2,2,2,"50007002102"
"10096880","VT",500070021023003,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,4,1,1,1,1,1,1,1,1,"50007002102"
"10096881","VT",500070021023004,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,"50007002102"
"10096882","VT",500070021023005,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,"50007002102"
"10096883","VT",500070021023006,11,11,11,11,11,11,11,11,27,27,27,27,28,28,28,28,11,11,11,11,11,11,11,11,"50007002102"
"10096884","VT",500070021023007,52,52,54,54,54,55,55,55,140,140,142,144,149,151,151,154,51,51,52.9616,52.9616,52.9616,53.9424,53.9424,53.9424,"50007002102"
"10096885","VT",500070021023008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096886","VT",500070021023009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096887","VT",500070021023010,2,2,2,2,2,2,2,3,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,3,"50007002102"
"10096888","VT",500070021023011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096889","VT",500070021023012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096890","VT",500070021023013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096891","VT",500070021023014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096892","VT",500070021023015,2,2,2,3,4,5,5,6,6,7,7,7,7,7,7,7,2,2,2,3,4,5,5,6,"50007002102"
"10096893","VT",500070021023016,7,7,7,7,7,7,7,7,17,17,17,17,18,18,18,19,7,7,7,7,7,7,7,7,"50007002102"
"10096894","VT",500070021023017,62,63,63,64,64,66,66,72,156,156,157,161,161,161,161,162,60,60.9677,60.9677,61.9354,61.9354,63.8708,63.8708,69.677,"50007002102"
"10096895","VT",500070021023018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096896","VT",500070021023019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096897","VT",500070021023020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096898","VT",500070021023021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096899","VT",500070021023022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096900","VT",500070021023023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096901","VT",500070021023024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50007002102"
"10096902","VT",500070021023025,29,29,29,29,29,30,30,30,81,81,81,81,82,83,83,83,28,28,28,28,28,28.9655,28.9655,28.9655,"50007002102"
"10096903","VT",500070021023026,5,5,5,5,5,5,5,5,18,19,19,19,20,20,20,20,5,5,5,5,5,5,5,5,"50007002102"
"10096904","VT",500070021023027,24,24,24,24,25,25,26,26,64,64,64,66,66,67,67,68,24,24,24,24,25,25,26,26,"50007002102"
"10096905","VT",500070021023028,4,4,5,5,5,5,5,5,8,8,8,8,8,8,8,9,4,4,5,5,5,5,5,5,"50007002102"
"10096906","VT",500070021023029,17,17,17,17,17,17,17,17,32,32,32,33,34,34,34,36,15,15,15,15,15,15,15,15,"50007002102"
"10096907","VT",500070021023030,3,3,3,3,3,3,4,4,7,7,7,7,7,7,7,7,3,3,3,3,3,3,4,4,"50007002102"
